overall_score,technical_skills_score,experience_score,projects_score,education_score,soft_skills_score,certifications_score,cv_completeness_score,missing_required_skills_count,missing_optional_skills_count,ahp_explainable_score,final_score
49.75,50.3,67.6,64.35,72.13,87.71,57.73,98.9,2,6,77.59,39.79
77.64,77.7,89.81,71.34,35.17,87.11,50.1,80.27,1,0,77.09,66.07
47.42,72.96,20.68,41.41,27.69,26.77,59.53,51.67,1,2,45.71,38.83
51.29,46.73,41.67,71.53,43.35,12.86,56.9,72.46,3,4,47.66,32.34
53.15,55.36,46.28,51.64,59.3,69.45,32.63,92.53,1,3,52.77,49.42
48.46,50.47,74.49,66.74,68.34,34.19,41.22,73.12,2,3,61.51,46.23
66.76,48.98,41.69,36.76,41.3,20.4,47.48,90.89,3,2,43.59,38.4
74.98,44.47,51.27,72.35,71.56,74.91,61.56,70.99,2,4,65.6,46.02
91.72,89.3,96.21,69.26,69.2,2.55,79.48,88.86,0,2,67.05,82.93
16.38,41.2,14.59,29.77,18.33,3.76,27.11,63.36,2,6,24.05,6.55
13.76,17.5,4.95,0.38,3.59,44.42,4.22,88.43,3,5,23.49,0.0
99.62,81.0,65.95,93.26,85.45,52.1,60.01,94.5,0,4,73.34,79.12
68.13,77.55,67.89,57.85,60.81,89.65,8.97,81.84,0,1,69.47,69.17
50.32,50.15,61.74,26.34,36.3,34.78,47.22,82.84,3,5,49.92,28.49
21.38,24.23,16.95,49.87,26.8,29.7,45.6,75.03,3,5,29.17,3.74
65.69,56.95,77.96,50.34,63.6,71.42,9.56,66.54,0,1,60.75,60.05
68.31,78.88,84.42,62.23,70.19,90.65,84.19,95.83,0,3,78.72,70.35
38.38,31.9,12.12,8.42,61.11,13.46,3.69,76.28,2,7,21.14,10.8
57.39,72.52,40.76,55.71,41.79,67.46,46.55,35.51,1,3,59.44,49.15
47.48,64.61,55.76,68.01,37.52,0.21,9.13,74.44,1,0,56.35,53.4
79.36,95.68,87.84,69.39,88.37,47.6,0.69,75.15,0,2,81.28,79.99
95.42,99.79,66.82,62.54,74.76,50.3,34.51,79.86,0,0,73.22,86.09
85.16,76.95,86.27,71.55,41.4,82.9,43.32,83.05,1,4,73.04,68.23
16.51,48.59,11.62,14.67,35.86,0.39,22.12,54.79,3,3,37.37,9.95
72.31,56.81,56.35,30.67,38.1,32.44,48.92,94.58,2,4,42.82,42.51
62.84,64.11,45.16,38.98,46.37,51.99,18.93,72.29,2,4,50.3,41.85
15.77,4.89,27.45,28.68,51.3,16.72,46.55,60.5,4,8,23.55,0.0
43.18,40.55,21.59,20.0,56.24,43.48,30.39,65.6,1,4,29.81,27.36
72.19,81.84,75.1,85.92,42.43,23.49,5.26,76.04,2,3,66.2,55.38
96.74,81.31,91.9,82.71,54.24,25.16,10.04,85.32,2,0,73.45,76.57
45.76,49.18,53.19,49.71,39.01,3.07,20.57,94.27,1,4,42.59,41.14
72.12,65.78,71.03,91.63,79.77,51.34,28.35,95.17,2,3,72.24,52.45
36.23,36.37,7.89,21.16,56.99,68.76,25.65,51.1,1,4,32.73,27.46
87.32,86.44,73.2,62.29,64.04,41.36,25.81,80.46,3,3,74.76,62.96
11.13,45.4,27.45,30.62,37.79,18.22,39.11,81.62,1,3,32.08,26.46
18.35,17.36,8.27,45.21,54.51,68.28,3.17,93.24,2,6,34.19,4.58
50.09,36.36,36.81,59.58,45.19,4.87,7.85,88.28,3,5,37.52,16.06
40.37,30.8,53.77,16.49,54.81,31.13,7.77,81.97,2,3,35.04,29.69
75.98,44.01,38.32,46.58,59.93,61.2,57.08,65.94,2,7,46.87,35.41
70.3,57.21,41.7,27.49,31.68,44.54,44.77,84.97,1,4,46.56,43.84
39.5,37.27,52.99,51.93,45.11,23.95,0.71,76.58,3,4,43.31,23.34
93.2,96.57,89.09,57.76,81.52,62.06,23.55,90.74,0,1,80.23,85.72
55.59,76.45,70.29,15.75,68.45,72.83,21.08,54.36,0,3,52.77,52.99
73.12,98.27,82.28,92.04,46.36,8.41,66.35,83.72,0,4,71.31,69.59
13.74,35.82,24.85,9.63,30.14,34.55,32.04,91.86,2,4,36.94,10.81
71.73,72.63,67.92,76.84,53.74,92.43,40.18,80.3,2,2,69.8,63.69
30.78,31.21,46.73,37.48,60.33,55.7,33.72,51.73,4,3,44.68,12.81
26.48,27.88,21.72,49.6,26.14,54.82,30.69,64.28,3,4,36.5,7.72
75.15,72.68,67.78,66.76,68.81,46.11,38.67,79.62,1,3,71.28,60.52
49.86,45.99,62.53,43.49,26.99,29.68,25.65,73.2,2,5,51.76,24.07
77.98,67.7,86.47,55.74,46.29,55.76,30.49,88.61,1,5,63.9,58.04
47.3,36.8,54.45,35.9,25.43,61.14,57.13,70.18,1,2,43.79,39.87
97.83,65.02,75.32,98.94,71.89,20.13,67.27,97.45,0,3,68.69,78.75
77.98,70.09,68.7,78.49,56.82,4.39,12.34,75.94,1,1,50.82,61.93
63.64,66.98,64.15,74.42,41.54,0.01,2.68,68.41,1,1,55.95,49.21
27.12,43.79,23.86,6.27,38.37,68.68,39.23,65.1,4,2,41.69,12.55
78.03,95.63,99.64,66.88,44.09,6.75,64.07,88.2,0,2,69.29,77.16
52.23,43.92,45.36,28.19,27.99,64.8,18.46,78.46,2,4,46.04,24.22
93.32,74.24,71.54,58.27,72.63,39.11,65.49,78.32,1,2,71.57,72.32
80.07,84.66,90.47,86.75,43.15,7.14,31.99,81.02,1,0,69.67,74.2
77.54,74.25,73.27,90.49,48.82,14.34,72.41,84.57,0,2,65.96,74.96
39.16,8.05,26.57,6.53,38.46,68.76,0.19,88.8,4,5,22.04,2.6
61.49,41.34,39.85,58.08,77.82,62.5,58.85,94.57,2,4,54.69,33.31
69.6,77.42,77.48,48.69,72.37,41.95,60.62,87.74,2,5,71.37,58.8
20.0,0.16,37.61,12.23,16.2,41.41,1.55,65.82,3,6,14.69,0.0
26.41,40.61,39.81,48.28,36.18,36.46,1.87,71.69,2,2,40.14,26.48
64.67,63.4,50.54,50.2,48.71,68.89,55.75,75.25,1,1,59.44,53.85
55.16,67.96,41.17,63.91,64.68,75.86,69.32,81.68,0,2,58.02,58.61
99.34,66.99,98.68,66.49,62.09,90.31,57.52,89.64,0,3,75.38,73.11
52.4,51.52,75.46,67.42,50.82,88.2,32.35,77.22,2,1,66.89,43.21
42.08,37.01,37.56,5.02,52.76,18.67,6.62,94.15,2,4,28.88,23.4
40.57,48.73,67.73,51.96,17.5,26.34,35.66,26.31,2,4,48.77,28.8
42.23,3.76,14.3,28.7,54.4,63.68,19.11,84.68,5,8,32.3,0.0
60.88,66.96,35.43,30.92,30.98,10.95,31.74,74.82,1,1,44.88,46.81
46.61,45.32,61.45,46.12,66.44,75.53,4.17,97.85,2,4,55.69,34.83
53.52,69.34,44.69,66.31,43.74,89.02,18.93,88.97,0,5,56.97,50.8
44.33,13.64,47.98,50.37,54.54,0.57,4.36,94.89,4,5,33.5,11.01
37.5,42.41,42.78,26.67,4.97,68.21,38.18,62.82,5,0,41.44,14.86
60.21,41.02,75.08,42.62,42.33,43.31,0.58,26.7,5,4,48.16,17.43
70.35,39.67,59.09,60.11,49.95,54.11,61.84,72.45,2,2,48.17,42.27
51.01,35.41,15.87,14.06,46.67,50.69,26.19,71.34,2,2,32.97,26.97
22.93,42.89,16.65,16.77,56.42,72.7,46.61,50.55,2,4,35.86,17.07
84.06,66.09,74.85,84.56,42.4,67.69,52.82,85.74,0,2,67.27,70.55
64.62,76.05,40.34,38.14,80.0,37.98,19.04,99.91,2,0,55.99,52.47
46.45,71.16,69.52,36.87,45.43,46.13,7.99,93.72,1,1,53.32,54.46
50.7,16.23,50.36,5.41,33.46,41.4,6.14,81.87,2,3,29.45,19.91
73.78,98.32,92.06,78.81,71.27,61.75,22.3,77.17,1,1,84.78,80.9
69.52,75.88,52.7,27.22,64.69,11.63,7.32,88.15,3,2,47.73,41.32
47.98,49.06,65.99,63.76,26.18,50.49,37.45,36.22,4,4,51.83,27.7
50.31,45.38,54.18,68.92,71.34,28.58,21.14,99.56,2,3,50.22,41.12
72.79,74.16,43.21,60.71,77.45,79.1,32.12,74.06,3,2,65.29,45.79
48.54,59.54,75.58,50.25,82.92,81.51,55.46,86.28,2,4,70.91,47.36
74.96,51.91,49.44,63.3,63.07,39.58,61.5,83.08,1,3,58.93,45.42
75.74,99.29,68.97,89.1,70.06,18.53,79.5,80.04,0,2,77.6,79.59
50.41,23.7,35.88,20.05,24.79,35.23,9.86,79.47,2,5,31.36,16.13
62.17,40.9,45.58,26.22,60.64,26.36,49.91,87.04,4,4,39.45,25.13
76.46,42.08,46.61,66.62,80.51,42.15,37.8,66.85,1,1,59.5,48.54
69.27,38.47,56.79,26.73,71.34,18.99,63.24,81.66,1,2,45.03,46.43
51.46,49.84,69.9,37.28,74.28,77.52,46.64,66.07,1,3,54.81,47.54
58.96,38.02,45.22,57.35,53.35,22.26,65.16,75.34,2,6,40.87,29.32
95.36,95.71,76.14,89.89,67.98,80.32,23.54,90.26,0,1,92.16,92.35
96.06,78.46,71.27,82.36,46.3,24.77,57.19,98.98,1,0,71.67,76.04
91.68,81.51,95.95,71.16,86.4,38.71,61.73,79.88,1,3,76.77,71.56
98.67,93.3,90.88,75.4,49.25,30.81,17.37,88.8,0,0,73.21,85.6
45.61,52.34,39.78,30.39,67.76,89.95,13.61,73.04,1,3,51.57,41.12
75.93,36.5,41.79,44.11,54.28,10.25,62.52,88.73,2,4,40.04,40.89
25.14,32.87,52.4,42.02,49.66,16.64,41.56,64.48,4,3,39.06,11.58
20.38,13.27,6.97,34.1,8.22,25.89,44.48,67.65,3,7,23.51,0.0
76.89,46.27,70.35,49.69,75.53,16.47,44.36,68.96,2,1,53.87,46.96
70.7,64.59,40.61,63.67,50.41,53.8,15.16,79.81,2,4,52.99,42.74
82.16,71.76,89.42,62.26,88.77,18.48,4.48,96.09,2,3,64.46,64.47
81.08,73.3,84.53,69.53,67.52,45.41,78.96,91.75,0,0,72.9,74.5
51.33,40.69,51.01,31.52,38.85,48.15,55.31,72.87,1,4,38.8,35.81
66.47,55.43,52.54,43.55,83.67,77.53,35.17,94.28,2,3,52.56,48.48
74.13,79.43,61.29,34.45,56.76,8.69,51.18,26.06,0,4,50.73,55.04
54.9,72.29,43.29,45.85,40.63,11.45,18.18,95.1,2,4,50.76,47.21
83.85,66.39,65.15,82.21,44.07,53.18,48.75,93.1,1,2,73.89,67.27
45.25,54.89,66.83,64.24,38.93,9.51,12.98,99.43,1,4,48.7,42.64
47.88,55.34,65.67,48.65,83.12,78.45,36.04,97.92,1,2,64.24,50.6
62.18,69.56,74.5,40.98,63.52,56.56,62.12,80.65,2,1,61.72,56.66
48.38,72.46,50.57,43.42,70.45,27.12,50.06,93.78,2,1,54.07,49.23
56.54,54.96,56.34,26.23,34.82,48.72,0.19,89.65,2,3,50.23,42.13
38.58,48.87,27.11,13.72,25.35,69.18,31.64,88.21,3,3,40.49,17.43
74.63,81.35,54.16,58.28,41.65,62.1,45.83,53.06,1,1,62.84,60.44
73.16,68.47,55.19,53.99,66.15,61.95,21.77,75.24,1,4,59.69,51.91
50.52,66.51,36.97,30.7,81.46,46.59,18.65,81.81,0,3,55.13,48.36
65.68,74.62,51.87,68.73,84.59,30.51,1.91,86.15,1,4,66.94,54.15
13.64,18.19,13.13,53.07,47.77,35.67,43.12,71.88,4,4,31.03,0.0
94.74,83.65,75.1,89.81,63.98,47.77,15.37,99.88,1,5,74.66,70.59
89.33,68.53,98.65,66.22,55.2,52.4,42.72,91.38,1,3,70.89,65.23
73.84,47.14,45.57,25.46,69.31,61.88,19.37,69.55,2,1,43.61,43.15
71.51,76.1,84.4,58.15,42.55,64.8,33.83,41.0,1,2,64.97,59.66
65.36,69.96,67.86,49.56,46.7,35.72,63.55,70.94,0,5,53.32,53.47
40.63,38.63,43.42,2.15,19.13,17.23,34.93,79.17,3,5,28.02,7.39
69.57,35.51,73.98,59.6,60.2,21.36,54.99,95.55,2,5,51.29,41.26
68.5,49.71,70.31,48.18,62.74,85.32,31.22,70.96,1,2,62.25,56.58
50.8,13.46,13.16,16.02,46.96,17.44,4.42,93.89,2,7,15.23,10.28
77.77,76.83,93.39,74.6,75.52,69.89,67.06,97.96,2,5,77.55,63.59
34.12,7.01,7.29,49.03,36.4,12.89,44.84,81.04,2,7,25.57,10.91
71.87,63.46,64.68,74.75,0.81,1.83,47.1,32.75,1,3,51.93,45.39
17.18,7.94,24.31,6.56,44.91,74.4,37.4,75.16,3,3,28.26,4.12
71.95,71.23,74.05,58.68,83.86,17.59,19.26,97.2,0,4,63.42,61.44
65.53,51.56,63.85,60.72,8.45,34.82,51.44,51.1,1,3,47.45,46.48
55.38,77.71,42.9,66.47,56.84,79.25,68.73,98.64,2,3,67.47,51.9
24.36,21.74,4.39,42.41,7.8,25.28,29.52,71.56,3,6,21.47,0.0
91.79,70.38,94.2,97.44,50.56,72.3,37.17,82.47,2,3,71.87,70.72
24.06,12.57,34.75,41.87,50.22,70.69,5.37,72.03,3,7,30.05,2.96
24.89,34.09,54.92,25.29,37.31,73.15,37.32,54.84,3,5,46.8,12.04
94.06,65.07,96.08,91.84,88.36,3.38,37.2,79.23,0,3,72.17,78.19
81.4,89.52,74.68,87.57,73.98,67.66,57.38,95.44,3,2,76.65,62.89
85.44,88.09,71.71,73.04,78.42,6.33,11.46,95.45,1,2,65.63,72.35
20.15,45.66,42.67,4.45,44.48,69.05,43.96,75.67,3,2,45.2,23.61
96.81,82.59,75.4,66.48,50.46,43.8,19.62,87.94,1,2,71.32,68.28
58.32,66.17,55.78,59.65,26.99,39.29,6.29,81.17,0,2,56.4,55.66
98.64,71.94,66.48,60.66,89.86,86.08,27.22,75.1,1,3,71.21,69.59
56.94,63.09,66.22,52.96,25.84,2.02,61.72,71.53,2,6,46.94,47.69
89.09,77.86,92.6,82.09,48.97,76.8,79.23,78.0,1,2,76.36,72.85
77.43,67.81,77.81,94.26,54.49,37.32,22.74,85.54,1,4,66.21,63.37
99.22,75.88,76.99,74.34,39.42,31.21,79.1,76.86,0,3,69.62,71.44
48.63,42.88,34.36,30.79,35.64,51.71,35.09,74.97,1,3,38.9,36.25
62.64,56.97,67.26,62.87,44.77,31.57,1.15,68.97,2,3,57.39,44.21
29.61,35.63,19.6,3.88,17.78,52.28,45.9,76.41,3,4,29.87,5.3
61.3,37.25,42.51,27.82,68.88,71.99,7.61,97.26,4,6,41.65,19.53
98.53,80.5,70.42,64.0,72.63,93.82,37.85,89.33,0,3,78.39,79.29
45.04,75.44,76.9,48.37,68.54,76.38,8.17,67.96,2,1,71.02,52.61
16.51,10.78,13.04,22.91,53.17,62.35,20.06,75.1,4,7,24.33,0.0
11.77,17.26,36.23,42.68,41.45,65.19,41.04,75.88,3,8,41.52,3.25
58.12,42.6,35.01,48.07,74.85,68.99,69.58,88.43,0,5,57.08,44.62
65.41,36.11,46.4,32.89,49.8,80.37,13.16,67.48,2,6,44.04,29.64
66.75,70.74,43.15,70.11,64.44,66.45,6.08,97.14,1,4,63.51,55.04
69.11,74.25,82.38,85.0,75.33,56.58,9.87,85.79,1,4,69.16,58.29
45.77,33.33,22.76,51.38,63.1,62.14,44.56,90.83,4,6,43.11,19.53
30.8,25.64,54.76,24.87,9.1,53.23,18.13,57.43,3,4,28.99,10.68
26.63,21.25,38.55,54.18,22.16,43.9,39.72,55.61,3,7,29.82,6.13
93.52,88.62,92.77,88.88,55.95,88.64,74.63,83.71,0,0,83.98,89.72
68.65,71.48,79.28,23.18,72.63,41.45,44.68,36.77,1,4,52.47,49.52
66.36,73.78,36.79,25.83,60.54,62.97,42.58,99.06,0,1,56.75,62.26
75.78,49.57,41.76,31.46,74.31,77.13,16.37,81.0,1,4,53.56,44.96
41.92,14.75,39.41,40.74,21.79,19.03,41.17,78.9,5,4,21.27,6.6
53.93,53.55,66.78,34.68,77.46,22.97,58.77,70.45,0,5,50.6,51.84
72.77,67.77,83.19,91.13,38.02,74.04,36.81,98.54,1,6,76.86,66.69
24.55,40.17,26.78,16.98,33.48,65.39,36.62,53.69,4,3,38.48,7.06
89.65,74.01,68.37,71.46,82.68,59.73,41.33,93.33,0,2,73.24,74.44
46.93,42.18,66.78,45.24,25.41,57.94,49.5,96.57,2,1,55.15,37.68
82.65,71.94,90.12,86.66,45.53,24.0,76.59,86.79,2,1,65.35,65.63
23.42,15.44,49.33,5.47,11.01,30.82,39.92,67.75,3,6,22.74,5.06
23.49,35.43,38.58,42.18,40.27,1.1,32.79,75.61,1,5,38.57,21.23
73.56,73.56,67.4,67.12,89.88,48.58,29.28,93.01,3,2,64.91,56.49
50.72,55.75,43.33,39.94,66.23,20.49,29.2,67.56,1,4,42.97,39.64
46.33,69.53,48.1,34.44,54.86,76.44,45.33,37.21,1,0,67.6,48.85
68.67,97.39,67.76,69.82,45.47,46.94,16.57,93.41,1,0,73.92,68.72
18.8,34.84,23.66,10.84,16.8,39.55,18.93,70.69,1,5,27.47,16.41
82.14,84.83,85.47,85.14,39.22,43.7,64.4,86.38,0,0,78.44,82.38
32.45,0.28,11.38,3.38,39.92,1.14,42.12,92.37,5,8,19.9,0.0
22.55,41.7,31.57,40.15,67.86,74.81,25.24,52.83,4,3,44.88,11.49
62.62,75.62,71.02,44.68,59.25,50.94,35.75,67.03,0,5,59.57,57.91
73.21,80.67,51.69,69.43,70.13,49.89,9.04,30.64,0,0,62.51,65.65
18.55,6.64,38.82,17.62,65.2,65.14,22.56,74.03,2,7,35.44,2.11
46.36,59.2,68.41,74.25,31.32,39.65,41.07,95.85,1,6,60.63,41.24
74.22,32.76,82.43,39.53,73.69,14.96,47.6,36.28,3,8,42.59,25.78
28.14,28.82,54.17,26.44,4.7,51.84,35.53,54.71,3,1,38.49,14.02
49.11,38.38,81.16,34.85,70.54,70.42,28.23,39.24,2,3,45.43,31.89
71.41,47.76,53.25,31.14,41.27,70.47,49.5,79.08,3,2,50.19,38.09
19.18,21.7,29.11,5.76,41.12,43.1,7.94,94.93,2,5,32.95,10.75
90.38,91.41,88.57,73.89,44.49,75.01,74.05,84.8,2,2,79.26,66.4
72.01,90.43,98.95,77.85,37.97,6.47,39.73,91.44,0,3,80.14,73.51
69.23,40.39,54.04,30.57,45.85,82.12,48.03,65.81,2,3,49.77,43.0
50.04,74.94,69.75,36.97,49.26,38.55,41.13,78.12,2,2,54.29,52.68
46.67,54.61,69.42,54.57,80.24,64.49,54.43,81.04,1,3,63.49,47.38
60.0,40.79,52.1,54.88,80.85,74.64,35.92,80.68,2,3,47.18,47.0
73.46,35.99,76.18,59.98,25.8,63.5,5.82,87.39,3,5,50.82,36.79
94.31,74.31,86.64,82.42,38.09,94.75,38.05,80.13,0,1,75.33,80.13
67.92,48.47,52.37,36.06,42.58,61.86,23.61,74.79,3,5,47.79,31.6
78.85,73.55,94.02,67.39,52.45,51.09,46.53,95.27,1,1,62.43,65.09
64.06,54.44,28.65,74.15,51.37,13.2,27.58,45.73,3,6,44.08,36.64
79.59,40.93,48.72,68.16,30.47,76.39,12.02,51.79,4,5,54.0,29.16
76.36,69.11,66.19,70.88,47.01,12.62,13.37,95.66,2,3,54.67,54.87
57.6,58.47,65.21,40.49,36.66,73.99,11.57,92.95,3,4,51.01,42.95
77.33,48.69,75.5,35.26,31.78,47.89,68.35,81.97,3,5,48.7,34.08
35.85,25.91,52.62,30.66,23.6,66.17,33.0,72.91,3,7,37.6,14.48
37.95,41.21,17.46,54.75,25.0,26.53,48.03,77.75,1,6,45.11,24.17
30.56,35.45,9.16,21.99,58.76,70.58,16.22,53.63,3,4,31.05,15.54
70.6,69.12,50.57,70.07,52.79,23.51,62.98,70.35,2,0,54.94,55.19
73.82,71.0,72.49,39.02,62.06,35.06,22.45,83.2,2,2,66.87,55.33
52.06,75.96,76.15,26.93,52.9,75.07,44.39,26.11,1,2,65.28,50.98
93.65,82.08,98.53,73.67,80.19,3.37,71.49,96.48,0,3,71.1,80.7
59.4,74.22,67.13,45.84,54.8,8.86,56.75,94.46,0,4,57.69,59.63
70.67,51.0,27.16,19.06,53.23,16.25,20.87,60.41,1,5,30.69,36.98
73.09,68.41,58.18,27.48,43.91,4.06,12.14,44.18,1,5,43.76,39.88
49.79,8.25,12.71,46.58,12.09,55.6,4.27,77.42,3,4,27.7,10.31
77.87,55.66,41.5,52.76,38.21,79.16,58.38,69.5,2,4,54.83,43.59
60.91,58.71,59.52,60.49,52.15,65.04,34.02,88.2,1,4,51.06,53.53
84.33,65.34,78.64,71.68,69.86,93.81,72.93,99.38,2,4,76.24,58.49
95.09,96.34,86.17,95.09,74.29,41.85,12.74,98.96,1,0,80.82,82.61
32.81,50.0,21.25,51.81,44.12,55.23,45.85,86.56,1,1,48.64,38.42
30.99,26.83,22.63,3.52,12.61,56.73,11.71,76.39,2,7,29.88,6.69
79.24,48.21,23.0,49.06,31.32,39.39,26.52,49.22,1,4,38.97,37.09
51.83,29.98,30.1,56.43,42.17,42.77,4.92,31.07,2,3,36.34,24.96
36.7,30.56,30.68,11.05,42.32,11.88,35.65,67.61,3,6,24.64,10.7
52.15,49.39,39.24,37.31,39.07,67.46,43.21,43.99,2,3,44.21,27.66
77.86,91.68,92.69,94.77,62.4,7.99,10.78,81.11,3,1,73.03,67.28
73.54,91.42,75.57,62.5,58.73,23.51,31.39,95.6,1,2,59.55,65.39
67.76,52.8,56.46,26.52,30.28,25.59,49.47,52.51,2,3,50.22,32.43
75.62,72.92,96.52,69.73,54.54,9.48,5.61,80.48,1,5,59.99,61.61
49.57,0.62,38.81,36.26,40.95,51.92,25.43,91.35,4,7,28.1,1.7
77.24,63.23,65.07,65.91,69.04,47.04,54.08,66.25,2,1,61.67,53.85
53.37,46.05,63.9,68.81,65.9,34.99,67.85,95.19,2,3,60.21,41.95
87.8,89.43,77.23,96.82,81.98,55.37,5.12,75.43,0,1,78.43,81.65
74.76,86.97,82.01,59.6,62.59,82.6,37.32,78.74,0,1,82.68,74.36
56.22,73.51,65.65,32.35,77.24,57.81,34.55,73.98,1,2,63.21,53.79
53.0,27.15,26.59,54.9,52.51,9.2,13.15,45.86,2,4,35.91,24.34
75.16,97.16,95.8,69.51,82.74,60.09,83.44,99.16,0,0,85.7,84.86
66.31,38.85,70.9,73.36,37.56,56.95,56.14,84.4,3,4,54.27,42.62
53.37,68.84,61.56,43.52,50.3,33.45,31.35,83.48,2,4,53.5,44.56
49.08,9.6,10.43,3.99,30.95,24.84,28.03,67.55,2,5,17.94,8.28
71.6,67.3,90.01,66.13,71.23,77.47,42.5,78.33,4,4,73.54,47.4
53.88,65.51,59.39,32.25,70.55,30.06,62.57,94.03,1,3,55.41,44.78
78.11,88.07,66.17,57.52,76.92,49.62,47.4,81.22,1,0,67.09,67.27
81.28,95.01,72.22,97.07,58.4,14.88,7.91,83.18,0,2,68.1,83.9
58.79,44.94,38.27,44.08,47.31,63.36,27.6,65.46,1,2,48.23,41.72
37.83,7.7,15.82,53.55,28.54,17.76,26.21,55.28,3,5,26.09,0.13
23.5,43.94,7.93,14.0,69.49,72.03,25.38,69.96,3,3,37.48,12.25
74.5,76.64,76.88,64.94,42.4,4.08,29.79,75.41,1,5,60.51,54.25
34.78,12.76,37.22,30.96,7.28,35.04,45.94,55.59,2,6,24.78,12.01
72.48,71.05,46.15,63.63,84.29,85.86,42.4,70.31,0,2,64.73,63.99
43.09,9.02,49.79,3.33,18.54,61.11,9.19,56.01,2,5,19.87,14.14
75.53,71.62,98.97,62.47,76.07,4.85,46.22,76.77,2,3,71.32,58.52
22.5,36.18,37.49,25.39,47.78,65.04,48.02,94.83,3,4,30.84,17.76
56.9,63.75,57.6,57.49,83.31,4.42,1.01,88.29,2,1,47.28,46.49
75.75,54.17,59.94,28.5,45.95,3.73,40.07,85.67,2,4,44.07,41.99
68.57,46.35,67.69,71.37,29.76,48.99,37.83,75.03,1,5,51.67,46.07
36.26,12.52,52.88,49.41,67.51,38.42,11.76,53.69,3,5,43.34,12.16
68.21,35.41,57.54,58.93,70.23,40.6,52.16,68.35,4,4,53.73,26.02
60.37,53.76,56.09,62.63,33.52,31.56,0.01,65.99,4,3,45.92,31.55
72.57,95.94,85.02,86.72,83.5,55.9,15.32,92.83,1,2,92.45,79.64
67.19,45.64,49.08,45.28,61.88,76.7,43.04,90.41,2,6,60.83,34.43
17.55,45.1,22.95,36.91,32.89,54.92,29.22,51.13,1,3,36.38,25.57
92.61,79.39,93.18,67.33,78.47,86.14,83.37,94.42,0,2,75.31,80.58
47.14,64.7,41.4,54.83,53.36,78.75,16.26,70.99,2,4,55.02,46.81
69.79,37.57,35.5,46.24,50.81,78.32,6.29,45.21,4,3,37.87,22.52
27.86,42.05,49.97,9.17,52.31,1.56,13.84,72.62,1,3,32.78,29.46
72.17,74.14,93.74,67.94,84.92,23.3,41.82,79.19,1,2,65.35,64.25
70.67,52.19,38.72,38.94,59.57,89.41,10.02,76.32,0,3,63.37,53.35
22.87,38.69,31.62,9.42,20.0,24.63,16.15,82.32,2,6,28.97,18.11
93.42,67.62,75.55,85.1,77.03,6.51,51.65,78.43,1,1,61.68,62.63
77.65,38.89,60.54,33.25,55.6,46.88,31.94,87.39,1,5,48.31,46.31
49.34,27.05,48.36,26.0,57.16,6.96,32.88,35.71,3,5,32.37,18.79
45.83,22.1,10.02,54.69,25.13,15.41,5.17,51.19,2,4,24.83,19.24
33.41,33.35,53.18,9.49,9.71,56.48,35.17,54.3,3,3,41.29,16.23
30.46,33.34,35.39,5.06,29.79,32.99,44.87,89.26,2,6,26.84,13.84
74.31,50.4,64.09,53.28,60.39,43.27,33.76,96.59,1,6,55.87,48.89
69.16,45.31,60.06,68.22,56.76,57.31,47.52,90.89,2,4,54.55,44.91
58.46,36.11,66.91,54.22,33.25,23.52,42.77,83.13,2,2,49.45,36.5
57.26,48.19,75.58,68.19,36.02,5.17,60.71,70.93,1,4,49.2,43.19
51.23,53.54,74.53,37.63,63.1,18.18,42.69,75.12,3,4,51.78,32.08
72.13,66.7,90.21,63.41,79.01,91.66,12.58,82.08,1,2,70.5,62.36
67.03,34.23,20.29,59.57,1.19,70.43,31.77,59.41,2,5,33.34,29.14
91.28,85.73,80.91,80.14,47.77,38.42,10.56,85.24,0,3,68.5,75.03
37.3,60.83,39.45,65.34,37.06,6.25,12.9,49.93,0,3,44.03,44.99
23.47,5.64,5.63,53.31,47.38,28.2,41.68,50.17,3,5,24.02,0.0
19.76,38.86,44.09,22.73,14.65,47.25,12.81,52.41,4,4,34.48,7.9
88.5,89.54,79.47,74.91,41.79,44.59,81.71,77.84,0,2,70.1,77.46
47.68,54.43,38.4,43.68,71.14,23.24,31.74,82.51,3,1,51.05,32.86
75.06,90.19,66.44,97.53,58.52,79.67,18.86,83.45,2,1,78.93,65.72
45.11,4.32,33.44,33.07,42.5,44.16,36.19,87.2,3,7,28.3,5.01
27.49,17.47,50.05,49.51,37.72,34.39,13.52,68.0,3,5,34.77,7.71
89.32,80.67,75.98,65.39,38.25,47.79,31.91,76.01,0,3,70.26,73.6
50.57,57.26,48.44,47.62,83.24,32.0,15.11,69.5,1,3,50.57,46.07
22.33,12.5,9.9,7.4,4.64,11.63,29.42,73.48,4,5,12.75,0.0
57.36,76.85,75.51,71.35,61.53,55.6,64.96,81.79,2,3,67.87,56.5
96.23,75.54,89.37,60.3,44.38,71.0,83.24,87.55,0,0,66.31,81.52
76.27,71.96,54.38,26.24,83.38,0.91,59.93,79.46,2,3,47.61,51.58
53.48,57.68,52.41,71.03,78.54,55.56,67.58,78.13,1,4,59.42,48.89
29.27,0.56,29.08,32.7,31.61,62.85,32.2,63.24,2,5,22.51,6.06
27.43,5.06,34.63,21.07,44.4,40.49,2.08,55.25,4,6,30.05,0.0
67.09,73.14,59.68,52.03,53.22,61.06,55.87,72.72,0,5,65.2,58.96
